../qchem_0146.out: Total energy in the final basis set =    -7008.9641118347
../qchem_0146.out: Total energy in the final basis set =    -7008.9161763509
../qchem_0147.out: Total energy in the final basis set =    -7008.9486662270
../qchem_0147.out: Total energy in the final basis set =    -7008.9210873153
../qchem_0148.out: Total energy in the final basis set =    -7008.9331208383
../qchem_0148.out: Total energy in the final basis set =    -7008.9244494421
../qchem_0149.out: Total energy in the final basis set =    -7008.9178423221
../qchem_0149.out: Total energy in the final basis set =    -7008.9267907342
../qchem_0150.out: Total energy in the final basis set =    -7008.9030883081
../qchem_0150.out: Total energy in the final basis set =    -7008.9284676230
../qchem_0151.out: Total energy in the final basis set =    -7008.8890294871
../qchem_0151.out: Total energy in the final basis set =    -7008.9297066653
../qchem_0152.out: Total energy in the final basis set =    -7008.8757685881
../qchem_0152.out: Total energy in the final basis set =    -7008.9306470911
../qchem_0153.out: Total energy in the final basis set =    -7008.8633567852
../qchem_0154.out: Total energy in the final basis set =    -7008.8518079584
../qchem_0155.out: Total energy in the final basis set =    -7008.8411098457
../qchem_0155.out: Total energy in the final basis set =    -7008.9336037492
../qchem_0156.out: Total energy in the final basis set =    -7008.8312329968
../qchem_0156.out: Total energy in the final basis set =    -7008.9330302055
../qchem_0157.out: Total energy in the final basis set =    -7008.8221372833
../qchem_0157.out: Total energy in the final basis set =    -7008.9326441752
../qchem_0158.out: Total energy in the final basis set =    -7008.8137764471
../qchem_0158.out: Total energy in the final basis set =    -7008.9323951102
../qchem_0159.out: Total energy in the final basis set =    -7008.8061016556
../qchem_0159.out: Total energy in the final basis set =    -7008.9322447427
../qchem_0160.out: Total energy in the final basis set =    -7008.7990634804
../qchem_0160.out: Total energy in the final basis set =    -7008.9321642628
../qchem_0161.out: Total energy in the final basis set =    -7008.7926135142
../qchem_0161.out: Total energy in the final basis set =    -7008.9321322082
../qchem_0162.out: Total energy in the final basis set =    -7008.7867053711
../qchem_0162.out: Total energy in the final basis set =    -7008.9321328493
../qchem_0163.out: Total energy in the final basis set =    -7008.7812948665
../qchem_0163.out: Total energy in the final basis set =    -7008.9321547962
../qchem_0164.out: Total energy in the final basis set =    -7008.7763406607
../qchem_0164.out: Total energy in the final basis set =    -7008.9321900163
../qchem_0165.out: Total energy in the final basis set =    -7008.7718040264
../qchem_0165.out: Total energy in the final basis set =    -7008.9322329421
../qchem_0166.out: Total energy in the final basis set =    -7008.7676489620
../qchem_0166.out: Total energy in the final basis set =    -7008.9322798014
../qchem_0167.out: Total energy in the final basis set =    -7008.7638421883
../qchem_0167.out: Total energy in the final basis set =    -7008.9323280938
../qchem_0168.out: Total energy in the final basis set =    -7008.7603528402
../qchem_0168.out: Total energy in the final basis set =    -7008.9323762001
